Objects
100
,,Global Angle SB-8427:SB-8427,,,,,,Global Angle SB-CE32:SB-CE32,,,,,,Global Angle rvr1:rvr1,,,,,,Global Angle rvr4:rvr4,,,,,,
Frame,Sub Frame,RX,RY,RZ,TX,TY,TZ,RX,RY,RZ,TX,TY,TZ,RX,RY,RZ,TX,TY,TZ,RX,RY,RZ,TX,TY,TZ
,,rad,rad,rad,mm,mm,mm,rad,rad,rad,mm,mm,mm,rad,rad,rad,mm,mm,mm,rad,rad,rad,mm,mm,mm
84,0,0.000165,0.037723,1.698578,69.822731,1053.687988,165.050613,-0.023454,-0.000227,1.432250,-645.209534,1806.069824,162.775497,0.002470,-0.016944,1.532699,-491.194000,244.322464,139.210983,0.020012,-0.081780,1.527539,64.550858,204.030136,144.497940
85,0,0.000322,0.037695,1.698579,69.814667,1053.695312,165.038895,-0.027339,-0.005320,1.415402,-647.231567,1810.217651,163.123199,0.002622,-0.017012,1.532666,-491.201935,244.323639,139.199890,0.020040,-0.081872,1.527622,64.539619,204.032562,144.491165
86,0,0.000429,0.037929,1.698562,69.826118,1053.701904,165.085342,-0.028943,-0.015412,1.392755,-649.450439,1814.384888,163.169357,0.002594,-0.016985,1.532660,-491.178619,244.330490,139.244186,0.019772,-0.081835,1.527581,64.555161,204.040543,144.533020
87,0,0.000042,0.037244,1.698643,69.828743,1053.698975,165.097931,-0.031009,-0.018462,1.377445,-651.140198,1818.645020,163.061600,0.002651,-0.016920,1.532674,-491.172058,244.325943,139.256989,0.020020,-0.081753,1.527587,64.559525,204.037582,144.544357
88,0,0.000075,0.037591,1.698782,69.822693,1053.697754,165.066925,-0.026885,-0.018204,1.373147,-651.659119,1823.245117,163.166626,0.002526,-0.016879,1.532693,-491.182953,244.326996,139.224854,0.020005,-0.081902,1.527575,64.559738,204.037567,144.532593
89,0,0.000589,0.038082,1.698662,69.809753,1053.699585,165.051498,-0.027927,-0.008671,1.372095,-651.973145,1827.979980,162.882736,0.002678,-0.016886,1.532686,-491.199554,244.324905,139.209641,0.019830,-0.081774,1.527582,64.537270,204.034531,144.496231
90,0,0.000354,0.038016,1.698650,69.813248,1053.692505,165.058060,-0.027660,0.001305,1.372762,-652.037354,1832.540527,162.903442,0.002610,-0.016915,1.532718,-491.196777,244.330368,139.216934,0.019867,-0.081856,1.527559,64.541435,204.034103,144.510529
91,0,0.000307,0.037821,1.698680,69.829521,1053.696289,165.086945,-0.029104,0.000723,1.371405,-652.266418,1836.889526,163.113846,0.002633,-0.017029,1.532671,-491.166534,244.327682,139.254288,0.019889,-0.081793,1.527620,64.564690,204.037659,144.542252
92,0,-0.000020,0.037137,1.698654,69.838425,1053.696411,165.088821,-0.025514,0.001974,1.367529,-652.785950,1841.333130,162.941208,0.002490,-0.017085,1.532725,-491.160370,244.329468,139.251953,0.019970,-0.081852,1.527547,64.574539,204.038818,144.549637
93,0,0.000294,0.037960,1.698714,69.820526,1053.698608,165.070389,-0.023746,-0.001487,1.360329,-653.575806,1845.464966,163.154083,0.002605,-0.016923,1.532638,-491.194946,244.326889,139.224380,0.019999,-0.082014,1.527605,64.546463,204.044128,144.529343
94,0,0.000284,0.037796,1.698608,69.806946,1053.695068,165.065857,-0.022125,-0.000627,1.349999,-654.726257,1849.533936,163.067581,0.002693,-0.016754,1.532620,-491.209351,244.328247,139.213852,0.019962,-0.081782,1.527590,64.530434,204.035873,144.507828
