Objects
100
,,Global Angle SB-8427:SB-8427,,,,,,Global Angle SB-CE32:SB-CE32,,,,,,Global Angle rvr1:rvr1,,,,,,Global Angle rvr4:rvr4,,,,,,
Frame,Sub Frame,RX,RY,RZ,TX,TY,TZ,RX,RY,RZ,TX,TY,TZ,RX,RY,RZ,TX,TY,TZ,RX,RY,RZ,TX,TY,TZ
,,rad,rad,rad,mm,mm,mm,rad,rad,rad,mm,mm,mm,rad,rad,rad,mm,mm,mm,rad,rad,rad,mm,mm,mm
65,0,-0.007799,0.081579,2.322648,397.968384,693.773987,169.391190,0.004161,-0.000916,-1.787614,679.220764,794.286255,175.026016,-0.007469,-0.023431,1.875701,691.254272,636.289246,152.957092,-0.039691,-0.031396,0.411929,477.106781,507.641785,147.653793
66,0,-0.012538,0.078133,2.321577,401.773438,693.377136,169.442810,0.005310,-0.002918,-1.794740,682.140015,795.736755,175.066696,-0.006237,-0.023063,1.877618,694.285156,637.519897,153.020325,-0.034988,-0.026799,0.408509,480.024475,508.958862,147.736877
67,0,-0.016668,0.083226,2.318895,405.861115,693.152161,169.400330,0.003248,-0.005927,-1.800848,684.934387,797.145874,175.240051,-0.006493,-0.022931,1.877330,697.154297,638.648071,153.066971,-0.033366,-0.029136,0.407555,482.817688,510.131958,147.915024
68,0,-0.013030,0.086630,2.316756,410.766510,692.760376,169.451294,0.000669,-0.004637,-1.802162,687.911133,798.334106,175.121841,-0.007081,-0.022158,1.875346,699.926575,639.761108,153.056351,-0.032423,-0.035850,0.409842,485.578918,511.299011,148.130737
69,0,-0.006425,0.088645,2.319571,415.707764,692.182068,169.712646,0.002407,-0.001747,-1.798696,690.926331,799.017883,175.210571,-0.006415,-0.021742,1.874154,702.598206,640.811157,153.061890,-0.031792,-0.039053,0.411563,488.242889,512.379211,148.095352
70,0,-0.004227,0.085333,2.321377,420.288635,691.620911,169.918152,0.007041,0.005924,-1.799848,694.112793,799.458862,175.161392,-0.006534,-0.023135,1.874367,705.197815,641.882690,153.207718,-0.036473,-0.035504,0.409867,490.721863,513.542542,148.068924
71,0,-0.005939,0.085032,2.321535,424.350250,691.219421,170.092010,0.003830,0.011580,-1.802616,697.095825,800.155701,175.708328,-0.005903,-0.020743,1.874402,707.757507,642.832275,153.247116,-0.043880,-0.030736,0.406770,493.218994,514.716125,147.866547
72,0,-0.009080,0.087691,2.318565,428.158173,690.895752,169.864136,0.002248,0.013851,-1.805682,699.887878,800.937622,175.761368,-0.006454,-0.022086,1.873452,710.211731,643.705078,153.275162,-0.043042,-0.030118,0.406094,495.554230,515.677429,147.743439
73,0,-0.011719,0.087122,2.316756,431.848663,690.536194,169.846130,0.001542,0.013891,-1.809861,702.570068,801.881165,175.539200,-0.004536,-0.014577,1.869941,712.455017,644.642090,153.462952,-0.040179,-0.033589,0.407258,497.969055,516.626892,147.995163
74,0,-0.012294,0.080910,2.316845,435.574402,690.003723,170.059723,0.000504,0.009585,-1.811853,705.026672,803.070007,175.580200,-0.002184,-0.017903,1.870039,714.672058,645.653870,153.597702,-0.031718,-0.037312,0.409502,500.189911,517.555298,148.410690
75,0,-0.012590,0.078436,2.312812,439.383331,689.701050,170.103073,-0.000320,0.005382,-1.812589,707.329529,804.299377,175.506699,-0.002385,-0.017130,1.868929,716.994080,646.477966,153.602432,-0.031824,-0.036623,0.407575,502.579803,518.535645,148.573990
76,0,-0.011874,0.084886,2.307629,443.595123,689.638428,170.108200,-0.000733,0.000209,-1.812836,709.459656,805.446472,175.454605,-0.002262,-0.017198,1.868332,719.233948,647.293030,153.680969,-0.034876,-0.031655,0.406880,504.819153,519.534729,148.464523
77,0,-0.013157,0.085928,2.302103,447.947021,689.493469,170.113373,0.000097,0.001128,-1.809521,711.558777,806.076050,175.671326,-0.003228,-0.017113,1.867463,721.431641,648.128662,153.708359,-0.038056,-0.027114,0.407114,506.834320,520.377808,148.341782
78,0,-0.011233,0.084666,2.296668,452.846100,689.350647,170.232941,0.005763,0.003138,-1.807826,713.743530,806.254944,175.661453,-0.002418,-0.015094,1.867348,723.629089,648.899597,153.789764,-0.040365,-0.029822,0.406043,508.854462,521.179321,148.085999
79,0,-0.007617,0.086097,2.290368,457.772034,689.293030,170.403610,0.007801,0.004782,-1.813043,715.789917,807.009583,175.445953,-0.003497,-0.017560,1.866865,725.730408,649.668823,153.767380,-0.038868,-0.037973,0.406155,510.905853,522.077026,148.114349
80,0,-0.005084,0.089810,2.281848,462.413910,689.381165,170.585403,0.004225,0.003951,-1.814664,718.035889,808.013794,175.479141,-0.002691,-0.016750,1.866262,727.838928,650.473694,153.809998,-0.036520,-0.043149,0.407673,513.003845,522.917053,148.248398
81,0,-0.003382,0.092673,2.274090,466.603149,689.478027,170.711685,0.001935,0.005063,-1.815049,720.379578,808.902527,175.702408,-0.003406,-0.016138,1.865913,729.929810,651.358765,153.851654,-0.033475,-0.039736,0.407630,515.032166,523.755920,148.364670
82,0,-0.005042,0.092498,2.269215,470.428558,689.419495,170.718552,0.002455,0.006753,-1.817350,722.617493,809.617249,175.762604,-0.003626,-0.015939,1.866597,731.964050,652.201050,153.922516,-0.034068,-0.032727,0.406859,517.153564,524.593445,148.355484
83,0,-0.007349,0.087862,2.263504,473.949768,689.297485,170.562912,0.000524,0.007181,-1.818157,724.703491,810.463928,175.743851,-0.003669,-0.016696,1.866526,733.997192,653.037964,153.898712,-0.036717,-0.028185,0.406324,519.242737,525.417175,148.356155
84,0,-0.000815,0.081070,2.240750,477.273956,689.156189,170.740891,0.002121,0.004442,-1.816181,726.546814,811.424194,175.655609,-0.003179,-0.016026,1.866327,736.057251,653.848145,153.861572,-0.036249,-0.030984,0.407083,521.259338,526.201538,148.401886
85,0,0.006475,0.069484,2.190450,481.710083,688.505615,170.818878,0.002519,-0.000744,-1.813183,728.102356,812.589539,175.660080,-0.003017,-0.016089,1.866647,738.123413,654.630066,153.942245,-0.032410,-0.037116,0.407201,523.189636,526.976257,148.514313
86,0,0.046575,0.060650,2.122092,487.451996,686.781006,171.836594,0.001748,-0.003882,-1.805105,729.715027,813.600586,175.798019,-0.003228,-0.016236,1.866808,740.151917,655.457153,154.039093,-0.034118,-0.041707,0.406457,525.246826,527.723755,148.464447
87,0,0.098121,0.038671,2.043198,493.544830,683.817200,173.598984,-0.001373,-0.002792,-1.793743,731.460571,814.424011,175.822556,-0.003702,-0.015821,1.867197,742.249817,656.261780,154.137878,-0.036050,-0.039527,0.406386,527.400269,528.491150,148.419693
88,0,0.148623,0.015156,1.963362,499.779907,680.402771,174.838699,-0.001351,-0.000713,-1.779895,733.115723,815.034912,175.824020,-0.003732,-0.015438,1.867028,744.289917,657.025391,154.086823,-0.034923,-0.033871,0.406759,529.497681,529.105713,148.378296
89,0,0.192729,0.001278,1.904436,506.053162,678.297546,175.892700,-0.000258,-0.000695,-1.768013,734.507751,815.658508,175.870377,-0.003697,-0.016533,1.867157,746.287109,657.778015,154.075485,-0.033180,-0.031100,0.405403,531.572510,530.003113,148.520721
90,0,0.218708,0.039530,1.934833,513.258606,681.377747,176.501266,0.001427,-0.003530,-1.757978,735.848145,816.532776,175.868515,-0.004370,-0.016339,1.867239,748.245178,658.569641,154.117279,-0.034984,-0.033695,0.406350,533.588440,530.781372,148.777969
91,0,0.235381,0.096251,1.998994,520.795044,686.685547,176.155518,0.000741,-0.002256,-1.745406,737.315125,817.258789,175.915436,-0.004666,-0.016248,1.868248,750.229187,659.371277,154.171967,-0.032480,-0.037086,0.407930,535.530640,531.435486,148.888092
92,0,0.253839,0.163907,2.048914,527.964233,692.376221,176.116669,0.000679,-0.000553,-1.729809,738.833618,817.855774,176.031616,0.002424,-0.014223,1.869863,752.213379,660.287292,154.120682,-0.036666,-0.037120,0.407129,537.507385,532.216003,148.890686
93,0,0.278014,0.231007,2.075081,534.898499,697.924377,176.314453,-0.000122,-0.000474,-1.717682,740.236328,818.674438,176.008926,-0.004506,-0.015935,1.868963,754.145386,661.008850,154.273911,-0.036917,-0.033693,0.409511,539.570312,532.818970,148.793304
94,0,0.299462,0.258173,2.085556,541.657654,702.443726,176.087006,0.000194,-0.003439,-1.706915,741.611938,819.581970,175.885101,0.001664,-0.014764,1.870469,756.036133,661.916443,154.034103,-0.033887,-0.032918,0.409456,541.623474,533.540588,148.642868
95,0,0.322736,0.304268,2.084545,548.191956,707.091370,176.145859,0.001031,-0.004034,-1.697278,742.899231,820.358765,175.873108,0.002104,-0.013627,1.870858,758.003601,662.777832,154.063828,-0.029476,-0.033575,0.412679,543.860779,533.830200,148.739319
96,0,0.340178,0.353550,2.081101,554.682861,711.724854,175.776520,0.003002,-0.003732,-1.685249,744.169617,821.054871,175.919983,0.001661,-0.013639,1.871435,759.914795,663.632812,154.216888,-0.031004,-0.035634,0.410951,545.837769,534.673157,148.890152
97,0,0.356450,0.405734,2.076794,561.152649,716.351440,175.148285,0.002627,-0.003855,-1.670787,745.474426,821.764526,175.920761,0.001328,-0.012946,1.872410,761.816467,664.501770,154.271774,-0.031699,-0.036076,0.412903,547.678589,535.344116,149.057816
98,0,0.373078,0.453545,2.073704,567.704102,720.689697,174.477280,0.002579,-0.003116,-1.655383,746.807068,822.448608,175.945663,0.002612,-0.013012,1.872470,763.779968,665.308960,154.245041,-0.033963,-0.035189,0.413051,549.686584,536.124146,149.055618
99,0,0.392241,0.494891,2.067144,574.437378,724.591919,173.771927,0.003581,-0.002866,-1.642422,748.175537,823.159424,175.978134,0.001426,-0.013038,1.872758,765.749451,666.109192,154.266708,-0.035670,-0.032914,0.413265,551.673035,536.933228,149.015808
